Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  13 August 2014
                                                                      
SIZRS 2014 Mission 3 (AXCTD drop 3)                    USCG C-130 1713
                      Arctic Ocean = Beaufort Sea                     
74 deg 02.9 min North _ 149 deg 57.4 min West      2014-08-13/1608 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13083292                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -1.156    2.1659    26.356    21.154
     0.730     0.738    -1.167    2.1718    26.444    21.226
     0.750     0.758    -1.167    2.1763    26.504    21.274
     0.780     0.788    -1.167    2.1808    26.564    21.323
     0.820     0.828    -1.167    2.1838    26.604    21.355
     0.880     0.889    -1.167    2.1838    26.604    21.355
     0.940     0.950    -1.178    2.1838    26.613    21.363
     1.000     1.010    -1.178    2.1853    26.633    21.379
     1.080     1.091    -1.178    2.1882    26.672    21.410
     1.150     1.162    -1.167    2.1882    26.662    21.402
     1.230     1.243    -1.178    2.1882    26.672    21.410
     1.320     1.334    -1.178    2.1867    26.652    21.394
     1.410     1.425    -1.178    2.1882    26.672    21.410
     1.500     1.516    -1.189    2.1882    26.682    21.418
     1.600     1.617    -1.178    2.1882    26.672    21.410
     1.690     1.708    -1.178    2.1897    26.692    21.426
     1.790     1.809    -1.178    2.1897    26.692    21.426
     1.890     1.910    -1.178    2.1882    26.672    21.410
     1.990     2.011    -1.178    2.1882    26.672    21.410
     2.090     2.112    -1.178    2.1897    26.691    21.426
     2.200     2.223    -1.189    2.1882    26.681    21.418
     2.300     2.324    -1.200    2.1882    26.691    21.426
     2.410     2.435    -1.210    2.1867    26.680    21.417
     2.510     2.536    -1.210    2.1882    26.700    21.433
     2.620     2.647    -1.221    2.1867    26.690    21.425
     2.730     2.758    -1.221    2.1882    26.710    21.441
     2.830     2.860    -1.210    2.1882    26.700    21.433
     2.940     2.971    -1.210    2.1882    26.700    21.433
