Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  13 August 2014
                                                                      
SIZRS 2014 Mission 3 (AXCTD drop 5)                    USCG C-130 1713
                      Arctic Ocean = Beaufort Sea                     
75 deg 56.9 min North _ 149 deg 53.9 min West      2014-08-13/1650 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13072500                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -0.569    1.9556    23.121    18.534
     0.730     0.738    -0.590    1.9541    23.117    18.531
     0.750     0.758    -0.601    1.9526    23.106    18.522
     0.780     0.788    -0.622    1.9526    23.123    18.535
     0.820     0.829    -0.643    1.9601    23.235    18.627
     0.880     0.889    -0.718    1.9809    23.563    18.892
     0.940     0.950    -0.804    2.0017    23.901    19.165
     1.000     1.010    -0.857    2.0180    24.156    19.372
     1.080     1.091    -0.900    2.0343    24.403    19.572
     1.150     1.162    -0.922    2.0418    24.519    19.666
     1.230     1.243    -0.943    2.0655    24.847    19.932
     1.320     1.334    -0.943    2.0967    25.257    20.263
     1.410     1.425    -0.943    2.1131    25.473    20.438
     1.500     1.516    -0.954    2.1249    25.638    20.571
     1.600     1.617    -0.954    2.1339    25.756    20.667
     1.690     1.708    -0.954    2.1398    25.834    20.730
     1.790     1.809    -0.954    2.1443    25.893    20.778
     1.890     1.910    -0.943    2.1487    25.942    20.817
     1.990     2.011    -0.943    2.1502    25.962    20.833
     2.090     2.112    -0.943    2.1532    26.001    20.865
     2.200     2.223    -0.943    2.1547    26.021    20.881
     2.300     2.324    -0.943    2.1561    26.039    20.896
     2.410     2.435    -0.943    2.1561    26.039    20.896
     2.510     2.536    -0.954    2.1561    26.049    20.903
     2.620     2.648    -0.954    2.1576    26.068    20.919
     2.730     2.759    -0.954    2.1576    26.068    20.919
     2.830     2.860    -0.975    2.1561    26.067    20.918
     2.940     2.971    -0.986    2.1561    26.076    20.926
