Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  14 July 2015
                                                                      
SIZRS 2015 Mission 1 (AXCTD drop 1)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
75 deg 52.1 min North _ 151 deg 08.8 min West      2015-07-14/2306 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031575                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728     0.540    2.1421    24.626    19.727
     0.730     0.738     0.551    2.1421    24.617    19.719
     0.750     0.758     0.372    2.1436    24.779    19.855
     0.780     0.788     0.141    2.1303    24.798    19.875
     0.820     0.829    -0.050    2.1022    24.594    19.715
     0.880     0.889    -0.272    2.0948    24.678    19.787
     0.940     0.950    -0.549    2.0919    24.867    19.944
     1.000     1.010    -0.763    2.0919    25.044    20.089
     1.080     1.091    -0.881    2.1022    25.278    20.279
     1.150     1.162    -0.946    2.1052    25.372    20.356
     1.230     1.243    -0.978    2.1096    25.457    20.425
     1.320     1.334    -1.000    2.1200    25.612    20.551
     1.410     1.425    -1.010    2.1274    25.719    20.637
     1.500     1.516    -1.010    2.1347    25.815    20.715
     1.600     1.617    -1.021    2.1392    25.884    20.771
     1.690     1.708    -1.021    2.1436    25.942    20.818
     1.790     1.809    -1.021    2.1481    26.001    20.866
     1.890     1.910    -1.032    2.1525    26.069    20.921
     1.990     2.011    -1.032    2.1540    26.089    20.937
     2.090     2.112    -1.032    2.1554    26.107    20.952
     2.200     2.223    -1.032    2.1569    26.127    20.968
     2.300     2.324    -1.032    2.1584    26.147    20.984
     2.410     2.435    -1.032    2.1584    26.147    20.984
     2.510     2.536    -1.032    2.1599    26.167    21.000
     2.620     2.648    -1.032    2.1599    26.167    21.000
     2.730     2.759    -1.032    2.1614    26.186    21.016
     2.830     2.860    -1.032    2.1614    26.186    21.016
     2.940     2.971    -1.032    2.1628    26.205    21.031
