Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  14 July 2015
                                                                      
SIZRS 2015 Mission 1 (AXCTD drop 2)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
74 deg 57.9 min North _ 149 deg 58.9 min West      2015-07-14/2335 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031573                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     0.814    1.9800    22.400    17.931
     0.730     0.738     0.427    2.0036    22.977    18.404
     0.750     0.758     0.154    2.0258    23.463    18.800
     0.780     0.788    -0.005    2.0420    23.791    19.067
     0.820     0.829    -0.227    2.0480    24.042    19.273
     0.880     0.889    -0.451    2.0627    24.409    19.573
     0.940     0.950    -0.589    2.0716    24.636    19.758
     1.000     1.010    -0.653    2.0849    24.862    19.940
     1.080     1.091    -0.696    2.0908    24.974    20.032
     1.150     1.162    -0.739    2.0997    25.126    20.155
     1.230     1.243    -0.793    2.1011    25.189    20.207
     1.320     1.334    -0.857    2.1026    25.262    20.267
     1.410     1.425    -0.953    2.1041    25.363    20.349
     1.500     1.516    -0.997    2.1144    25.536    20.489
     1.600     1.617    -1.040    2.1159    25.592    20.535
     1.690     1.708    -1.061    2.1189    25.650    20.582
     1.790     1.809    -1.061    2.1203    25.668    20.597
     1.890     1.910    -1.050    2.1203    25.659    20.589
     1.990     2.011    -1.061    2.1203    25.668    20.597
     2.090     2.112    -1.072    2.1218    25.697    20.620
     2.200     2.223    -1.083    2.1233    25.727    20.644
     2.300     2.324    -1.137    2.1248    25.793    20.698
     2.410     2.435    -1.180    2.1263    25.850    20.744
     2.510     2.536    -1.201    2.1263    25.868    20.759
     2.620     2.647    -1.212    2.1277    25.896    20.782
     2.730     2.759    -1.201    2.1263    25.868    20.759
     2.830     2.860    -1.180    2.1263    25.850    20.744
     2.940     2.971    -1.169    2.1263    25.840    20.737
