Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  24 July 2012
                                                                      
SIZRS Flight 3 (AXCTD drop 5)       Arctic Ocean       USCG C-130 1790
71 deg 59.3 min North _ 150 deg 00.5 min West      2012-07-25/0146 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 12046970                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     1.313    2.1611    24.253    19.402
     0.730     0.737     1.272    2.1478    24.122    19.298
     0.750     0.758     1.241    2.1389    24.037    19.231
     0.780     0.788     1.189    2.1344    24.021    19.221
     0.820     0.828     1.168    2.1329    24.019    19.220
     0.880     0.889     1.147    2.1315    24.018    19.219
     0.940     0.950     1.137    2.1344    24.061    19.255
     1.000     1.010     1.137    2.1389    24.117    19.299
     1.080     1.091     1.127    2.1433    24.179    19.349
     1.150     1.162     1.127    2.1478    24.234    19.393
     1.230     1.243     1.127    2.1507    24.270    19.422
     1.320     1.334     1.137    2.1522    24.280    19.430
     1.410     1.425     1.137    2.1626    24.409    19.533
     1.500     1.515     1.137    2.1730    24.537    19.636
     1.600     1.616     1.147    2.1789    24.602    19.688
     1.690     1.707     1.147    2.1908    24.749    19.805
     1.790     1.808     1.158    2.1937    24.776    19.827
     1.890     1.909     1.168    2.2041    24.896    19.923
     1.990     2.011     1.168    2.2130    25.006    20.011
     2.090     2.112     1.158    2.2174    25.068    20.061
     2.200     2.223     1.137    2.2234    25.160    20.135
     2.300     2.324     1.137    2.2278    25.214    20.179
     2.410     2.435     1.127    2.2308    25.259    20.216
     2.510     2.536     1.127    2.2323    25.278    20.230
     2.620     2.647     1.147    2.2352    25.297    20.245
     2.730     2.758     1.147    2.2367    25.316    20.260
     2.830     2.859     1.158    2.2367    25.307    20.253
     2.940     2.970     1.168    2.2382    25.317    20.261
     3.050     3.082     1.158    2.2382    25.325    20.267
     3.160     3.193     1.158    2.2397    25.344    20.282
