Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-15-1-2295                 
United States Coast Guard Arctic Flight                10 October 2019
                                                                      
SIZRS 2019 Mission 5 (AXCTD drop 2)                   USCG C-130J 2011
                      Arctic Ocean = Beaufort Sea                     
72 deg 59.9 min North _ 149 deg 60.0 min West      2019-10-10/1831 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 19072034                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     1.262    2.3715    26.893    21.520
     0.730     0.738     1.262    2.3715    26.893    21.520
     0.750     0.758     1.252    2.3715    26.901    21.527
     0.780     0.788     1.262    2.3700    26.874    21.505
     0.820     0.828     1.252    2.3684    26.863    21.496
     0.880     0.889     1.252    2.3715    26.901    21.527
     0.940     0.950     1.252    2.3715    26.901    21.527
     1.000     1.010     1.241    2.3730    26.929    21.550
     1.080     1.091     1.241    2.3730    26.929    21.550
     1.150     1.162     1.241    2.3730    26.929    21.550
     1.230     1.243     1.241    2.3745    26.948    21.565
     1.320     1.334     1.241    2.3760    26.966    21.580
     1.410     1.425     1.241    2.3776    26.986    21.596
     1.500     1.516     1.241    2.3791    27.005    21.611
     1.600     1.617     1.241    2.3806    27.024    21.626
     1.690     1.708     1.241    2.3806    27.023    21.626
     1.790     1.809     1.241    2.3806    27.023    21.626
     1.890     1.910     1.241    2.3821    27.042    21.641
     1.990     2.011     1.241    2.3837    27.062    21.657
     2.090     2.112     1.241    2.3837    27.062    21.657
     2.200     2.223     1.241    2.3837    27.062    21.657
     2.300     2.324     1.241    2.3837    27.062    21.657
     2.410     2.435     1.241    2.3837    27.062    21.657
     2.510     2.536     1.241    2.3852    27.080    21.671
     2.620     2.647     1.241    2.3852    27.080    21.671
     2.730     2.758     1.241    2.3852    27.080    21.671
     2.830     2.859     1.241    2.3852    27.080    21.671
     2.940     2.971     1.241    2.3852    27.080    21.671
     3.050     3.082     1.241    2.3852    27.080    21.671
