Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  14 October 2014
                                                                      
SIZRS 2014 Mission 5 (AXCTD drop 1)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
71 deg 56.3 min North _ 150 deg 00.0 min West      2014-10-14/1609 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 10467496                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -1.220    2.1934    26.779    21.497
     0.730     0.737    -1.220    2.1949    26.799    21.514
     0.750     0.758    -1.220    2.1949    26.799    21.514
     0.780     0.788    -1.231    2.1949    26.809    21.522
     0.820     0.828    -1.231    2.1949    26.809    21.522
     0.880     0.889    -1.231    2.1964    26.829    21.538
     0.940     0.950    -1.253    2.1964    26.849    21.554
     1.000     1.010    -1.253    2.1949    26.829    21.538
     1.080     1.091    -1.274    2.1934    26.827    21.537
     1.150     1.162    -1.285    2.1934    26.837    21.545
     1.230     1.243    -1.285    2.1934    26.837    21.545
     1.320     1.334    -1.296    2.1979    26.907    21.602
     1.410     1.425    -1.296    2.1994    26.927    21.618
     1.500     1.515    -1.296    2.2068    27.026    21.698
     1.600     1.616    -1.296    2.2113    27.086    21.747
     1.690     1.707    -1.296    2.2173    27.167    21.812
     1.790     1.808    -1.296    2.2233    27.247    21.877
     1.890     1.909    -1.296    2.2308    27.348    21.959
     1.990     2.011    -1.296    2.2338    27.388    21.991
     2.090     2.112    -1.296    2.2368    27.428    22.024
     2.200     2.223    -1.296    2.2398    27.468    22.056
     2.300     2.324    -1.296    2.2412    27.487    22.072
     2.410     2.435    -1.296    2.2427    27.507    22.088
     2.510     2.536    -1.296    2.2442    27.527    22.104
     2.620     2.647    -1.296    2.2457    27.547    22.120
     2.730     2.758    -1.296    2.2457    27.547    22.120
     2.830     2.859    -1.296    2.2457    27.547    22.120
     2.940     2.970    -1.296    2.2472    27.567    22.136
