Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 9 October 2018
                                                                      
SIZRS 2018 Mission 5 (AXCTD drop 1)                    USCG C-130 1713
                      Arctic Ocean = Beaufort Sea                     
71 deg 54.7 min North _ 149 deg 55.0 min West      2018-10-09/2100 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 16124230                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     0.014    2.2224    26.080    20.911
     0.730     0.737     0.024    2.2224    26.071    20.904
     0.750     0.758     0.014    2.2224    26.080    20.911
     0.780     0.788     0.014    2.2224    26.080    20.911
     0.820     0.828     0.024    2.2224    26.071    20.904
     0.880     0.889     0.014    2.2209    26.060    20.895
     0.940     0.950     0.003    2.2209    26.070    20.903
     1.000     1.010    -0.029    2.2194    26.078    20.910
     1.080     1.091    -0.039    2.2194    26.086    20.917
     1.150     1.162    -0.060    2.2194    26.104    20.932
     1.230     1.243    -0.071    2.2209    26.133    20.956
     1.320     1.334    -0.071    2.2239    26.171    20.987
     1.410     1.425    -0.071    2.2270    26.211    21.019
     1.500     1.515    -0.071    2.2346    26.309    21.098
     1.600     1.616    -0.071    2.2423    26.408    21.178
     1.690     1.707    -0.081    2.2545    26.574    21.312
     1.790     1.808    -0.071    2.2652    26.703    21.416
     1.890     1.909    -0.081    2.2713    26.791    21.486
     1.990     2.010    -0.071    2.2759    26.841    21.527
     2.090     2.112    -0.071    2.2820    26.920    21.590
     2.200     2.223    -0.081    2.2851    26.969    21.630
     2.300     2.324    -0.071    2.2896    27.018    21.669
     2.410     2.435    -0.081    2.2912    27.047    21.693
     2.510     2.536    -0.071    2.2942    27.077    21.717
     2.620     2.647    -0.071    2.2957    27.097    21.733
     2.730     2.758    -0.081    2.2973    27.126    21.757
     2.830     2.859    -0.071    2.2988    27.136    21.765
     2.940     2.970    -0.081    2.2988    27.145    21.772
