Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-15-1-2295                 
United States Coast Guard Arctic Flight              12 September 2019
                                                                      
SIZRS 2019 Mission 4 (AXCTD drop 9)                   USCG C-130J 2002
                      Arctic Ocean = Beaufort Sea                     
78 deg 58.5 min North _ 150 deg 22.6 min West      2019-09-12/2342 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 17121365                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -1.347    2.1005    25.652    20.585
     0.730     0.738    -1.357    2.1005    25.660    20.592
     0.750     0.758    -1.357    2.1005    25.660    20.592
     0.780     0.788    -1.368    2.0989    25.648    20.582
     0.820     0.829    -1.368    2.0989    25.648    20.582
     0.880     0.889    -1.368    2.0974    25.628    20.566
     0.940     0.950    -1.379    2.0989    25.658    20.590
     1.000     1.011    -1.379    2.0989    25.658    20.590
     1.080     1.091    -1.379    2.1020    25.699    20.623
     1.150     1.162    -1.379    2.1051    25.740    20.657
     1.230     1.243    -1.379    2.1097    25.802    20.706
     1.320     1.334    -1.379    2.1190    25.926    20.807
     1.410     1.425    -1.379    2.1283    26.050    20.908
     1.500     1.516    -1.379    2.1344    26.132    20.974
     1.600     1.617    -1.379    2.1391    26.194    21.025
     1.690     1.708    -1.379    2.1437    26.256    21.074
     1.790     1.809    -1.379    2.1468    26.297    21.108
     1.890     1.910    -1.379    2.1483    26.317    21.124
     1.990     2.011    -1.379    2.1514    26.359    21.158
     2.090     2.112    -1.379    2.1530    26.380    21.175
     2.200     2.223    -1.379    2.1530    26.380    21.175
     2.300     2.324    -1.379    2.1545    26.400    21.191
     2.410     2.436    -1.379    2.1545    26.400    21.191
     2.510     2.537    -1.379    2.1561    26.421    21.209
     2.620     2.648    -1.379    2.1561    26.421    21.209
     2.730     2.759    -1.379    2.1561    26.421    21.209
     2.830     2.860    -1.390    2.1576    26.451    21.233
     2.940     2.971    -1.379    2.1561    26.421    21.208
