Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  15 August 2013
                                                                      
SIZRS 2013 Mission 3 (AXCTD drop 3)                    USCG C-130 1707
                      Arctic Ocean = Beaufort Sea                     
72 deg 58.0 min North _ 140 deg 01.0 min West      2013-08-15/1814 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13072483                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     0.032    2.1976    25.746    20.642
     0.730     0.738    -0.052    2.2006    25.856    20.732
     0.750     0.758    -0.126    2.2050    25.975    20.830
     0.780     0.788    -0.169    2.2065    26.031    20.876
     0.820     0.828    -0.201    2.2095    26.097    20.930
     0.880     0.889    -0.232    2.2110    26.143    20.968
     0.940     0.950    -0.254    2.2110    26.162    20.984
     1.000     1.010    -0.328    2.2050    26.148    20.974
     1.080     1.091    -0.392    2.2020    26.164    20.988
     1.150     1.162    -0.445    2.2006    26.192    21.012
     1.230     1.243    -0.498    2.1991    26.218    21.034
     1.320     1.334    -0.530    2.1991    26.246    21.057
     1.410     1.425    -0.551    2.2006    26.284    21.088
     1.500     1.516    -0.562    2.2006    26.293    21.095
     1.600     1.617    -0.573    2.2006    26.303    21.103
     1.690     1.708    -0.583    2.2006    26.311    21.110
     1.790     1.809    -0.583    2.2006    26.311    21.110
     1.890     1.910    -0.594    2.2020    26.339    21.133
     1.990     2.011    -0.605    2.2006    26.330    21.126
     2.090     2.112    -0.605    2.1991    26.311    21.110
     2.200     2.223    -0.615    2.2006    26.339    21.133
     2.300     2.324    -0.615    2.2006    26.339    21.133
     2.410     2.435    -0.626    2.2006    26.348    21.141
     2.510     2.536    -0.615    2.2006    26.339    21.133
     2.620     2.647    -0.615    2.2020    26.357    21.148
     2.730     2.758    -0.615    2.2020    26.357    21.148
     2.830     2.859    -0.615    2.2020    26.357    21.148
     2.940     2.971    -0.626    2.2020    26.366    21.156
