Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  16 August 2013
                                                                      
SIZRS 2013 Mission 3 (AXCTD drop 8)                    USCG C-130 1707
                      Arctic Ocean = Beaufort Sea                     
74 deg 00.0 min North _ 149 deg 49.0 min West      2013-08-16/1633 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13072489                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -0.566    2.0788    24.711    19.818
     0.730     0.738    -0.566    2.0788    24.711    19.818
     0.750     0.758    -0.555    2.0788    24.702    19.810
     0.780     0.788    -0.555    2.0788    24.702    19.810
     0.820     0.828    -0.544    2.0788    24.693    19.803
     0.880     0.889    -0.544    2.0773    24.674    19.787
     0.940     0.950    -0.555    2.0758    24.663    19.779
     1.000     1.010    -0.576    2.0758    24.680    19.793
     1.080     1.091    -0.608    2.0714    24.649    19.768
     1.150     1.162    -0.619    2.0655    24.582    19.714
     1.230     1.243    -0.641    2.0832    24.830    19.914
     1.320     1.334    -0.651    2.0995    25.050    20.093
     1.410     1.425    -0.662    2.1202    25.329    20.318
     1.500     1.516    -0.673    2.1276    25.435    20.404
     1.600     1.617    -0.673    2.1350    25.531    20.482
     1.690     1.708    -0.673    2.1424    25.628    20.560
     1.790     1.809    -0.683    2.1468    25.694    20.613
     1.890     1.910    -0.683    2.1498    25.733    20.645
     1.990     2.011    -0.683    2.1528    25.772    20.677
     2.090     2.112    -0.683    2.1542    25.791    20.691
     2.200     2.223    -0.683    2.1557    25.810    20.707
     2.300     2.324    -0.683    2.1572    25.830    20.723
     2.410     2.435    -0.683    2.1572    25.830    20.723
     2.510     2.536    -0.683    2.1587    25.849    20.739
     2.620     2.647    -0.683    2.1587    25.849    20.739
     2.730     2.758    -0.683    2.1587    25.849    20.739
     2.830     2.860    -0.683    2.1587    25.849    20.739
     2.940     2.971    -0.683    2.1587    25.849    20.739
