Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  24 September 2014
                                                                      
SIZRS 2014 Mission 4 (AXCTD drop 3)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
74 deg 00.0 min North _ 150 deg 00.5 min West      2014-09-24/1322 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13072499                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -0.647    2.1398    25.572    20.515
     0.730     0.738    -0.658    2.1398    25.582    20.522
     0.750     0.758    -0.668    2.1398    25.590    20.529
     0.780     0.788    -0.679    2.1398    25.600    20.537
     0.820     0.828    -0.679    2.1413    25.619    20.553
     0.880     0.889    -0.690    2.1473    25.707    20.624
     0.940     0.950    -0.690    2.1562    25.823    20.718
     1.000     1.010    -0.690    2.1652    25.941    20.813
     1.080     1.091    -0.690    2.1712    26.020    20.877
     1.150     1.162    -0.690    2.1757    26.078    20.924
     1.230     1.243    -0.690    2.1787    26.118    20.956
     1.320     1.334    -0.690    2.1831    26.175    21.002
     1.410     1.425    -0.690    2.1846    26.195    21.018
     1.500     1.516    -0.690    2.1861    26.215    21.034
     1.600     1.617    -0.690    2.1861    26.215    21.034
     1.690     1.708    -0.690    2.1891    26.254    21.066
     1.790     1.809    -0.690    2.1891    26.254    21.066
     1.890     1.910    -0.690    2.1891    26.254    21.066
     1.990     2.011    -0.690    2.1891    26.254    21.066
     2.090     2.112    -0.690    2.1891    26.254    21.066
     2.200     2.223    -0.690    2.1906    26.273    21.081
     2.300     2.324    -0.690    2.1906    26.273    21.081
     2.410     2.435    -0.690    2.1906    26.273    21.081
     2.510     2.536    -0.690    2.1906    26.273    21.081
     2.620     2.647    -0.690    2.1906    26.273    21.081
     2.730     2.758    -0.690    2.1921    26.293    21.097
     2.830     2.860    -0.690    2.1921    26.293    21.097
     2.940     2.971    -0.690    2.1921    26.293    21.097
