Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-15-1-2295                 
United States Coast Guard Arctic Domain Awareness Flight  10 July 2019
                                                                      
SIZRS 2019 Mission 2 (AXCTD drop 5)                   USCG C-130J 2006
                      Arctic Ocean = Beaufort Sea                     
75 deg 58.4 min North _ 149 deg 43.4 min West      2019-07-10/2134 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 17121459                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -0.838    2.1755    26.204    21.028
     0.730     0.738    -0.827    2.1755    26.195    21.020
     0.750     0.758    -0.838    2.1755    26.204    21.028
     0.780     0.788    -0.838    2.1755    26.204    21.028
     0.820     0.829    -0.859    2.1755    26.223    21.043
     0.880     0.889    -0.870    2.1740    26.212    21.035
     0.940     0.950    -0.881    2.1694    26.161    20.994
     1.000     1.010    -0.902    2.1678    26.159    20.992
     1.080     1.091    -0.902    2.1648    26.119    20.960
     1.150     1.162    -0.913    2.1694    26.189    21.017
     1.230     1.243    -0.923    2.1694    26.198    21.024
     1.320     1.334    -0.923    2.1709    26.218    21.040
     1.410     1.425    -0.923    2.1771    26.299    21.106
     1.500     1.516    -0.923    2.1848    26.401    21.188
     1.600     1.617    -0.923    2.1894    26.462    21.237
     1.690     1.708    -0.934    2.1940    26.532    21.294
     1.790     1.809    -0.923    2.2002    26.604    21.353
     1.890     1.910    -0.923    2.2063    26.685    21.418
     1.990     2.011    -0.923    2.2094    26.726    21.451
     2.090     2.112    -0.923    2.2125    26.767    21.484
     2.200     2.223    -0.923    2.2155    26.806    21.516
     2.300     2.324    -0.923    2.2171    26.828    21.533
     2.410     2.435    -0.923    2.2186    26.847    21.549
     2.510     2.536    -0.923    2.2202    26.868    21.566
     2.620     2.648    -0.923    2.2217    26.888    21.582
     2.730     2.759    -0.934    2.2217    26.898    21.590
     2.830     2.860    -0.923    2.2232    26.908    21.598
     2.940     2.971    -0.934    2.2232    26.918    21.606
