Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-15-1-2295                 
United States Coast Guard Arctic Domain Awareness Flight  10 July 2019
                                                                      
SIZRS 2019 Mission 2 (AXCTD drop 3)                   USCG C-130J 2006
                      Arctic Ocean = Beaufort Sea                     
73 deg 59.5 min North _ 150 deg 00.4 min West      2019-07-10/2033 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 17121462                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     0.438    2.2081    25.541    20.465
     0.730     0.738     0.438    2.2066    25.522    20.450
     0.750     0.758     0.438    2.2066    25.522    20.450
     0.780     0.788     0.417    2.2019    25.480    20.417
     0.820     0.828     0.396    2.1958    25.420    20.369
     0.880     0.889     0.385    2.1989    25.468    20.409
     0.940     0.950     0.364    2.2143    25.681    20.580
     1.000     1.010     0.343    2.2312    25.913    20.768
     1.080     1.091     0.343    2.2435    26.069    20.893
     1.150     1.162     0.333    2.2574    26.254    21.043
     1.230     1.243     0.322    2.2681    26.400    21.160
     1.320     1.334     0.322    2.2743    26.479    21.224
     1.410     1.425     0.312    2.2805    26.566    21.295
     1.500     1.516     0.312    2.2866    26.644    21.357
     1.600     1.617     0.312    2.2897    26.684    21.389
     1.690     1.708     0.322    2.2928    26.715    21.413
     1.790     1.809     0.322    2.2943    26.734    21.429
     1.890     1.910     0.312    2.2958    26.761    21.451
     1.990     2.011     0.322    2.2974    26.773    21.460
     2.090     2.112     0.312    2.2974    26.782    21.468
     2.200     2.223     0.312    2.2989    26.801    21.483
     2.300     2.324     0.312    2.2989    26.801    21.483
     2.410     2.435     0.312    2.3005    26.821    21.499
     2.510     2.536     0.312    2.3005    26.821    21.499
     2.620     2.647     0.301    2.3005    26.831    21.507
     2.730     2.758     0.301    2.3005    26.831    21.507
     2.830     2.860     0.301    2.3005    26.831    21.507
     2.940     2.971     0.301    2.3020    26.850    21.523
     3.050     3.082     0.301    2.3020    26.850    21.523
