Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  10 September 2015
                                                                      
SIZRS 2015 Mission 5 (AXCTD drop 6)                    USCG C-130 1711
                      Arctic Ocean = Beaufort Sea                     
76 deg 59.8 min North _ 139 deg 59.4 min West      2015-09-10/2219 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031563                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -1.244    2.0948    25.487    20.451
     0.730     0.738    -1.244    2.0963    25.507    20.467
     0.750     0.758    -1.244    2.0948    25.487    20.451
     0.780     0.788    -1.244    2.0963    25.507    20.467
     0.820     0.829    -1.244    2.0948    25.487    20.451
     0.880     0.889    -1.244    2.0934    25.469    20.436
     0.940     0.950    -1.255    2.0934    25.478    20.444
     1.000     1.010    -1.266    2.0934    25.487    20.451
     1.080     1.091    -1.277    2.0948    25.515    20.474
     1.150     1.162    -1.288    2.0978    25.565    20.514
     1.230     1.243    -1.288    2.1036    25.642    20.577
     1.320     1.334    -1.298    2.1124    25.768    20.678
     1.410     1.425    -1.298    2.1197    25.865    20.757
     1.500     1.516    -1.298    2.1241    25.923    20.805
     1.600     1.617    -1.298    2.1359    26.081    20.932
     1.690     1.708    -1.298    2.1417    26.158    20.995
     1.790     1.809    -1.309    2.1447    26.208    21.035
     1.890     1.910    -1.298    2.1491    26.257    21.075
     1.990     2.011    -1.309    2.1505    26.285    21.098
     2.090     2.112    -1.298    2.1535    26.315    21.122
     2.200     2.223    -1.298    2.1535    26.315    21.122
     2.300     2.324    -1.309    2.1549    26.343    21.145
     2.410     2.435    -1.298    2.1564    26.354    21.153
     2.510     2.537    -1.309    2.1564    26.363    21.161
     2.620     2.648    -1.298    2.1579    26.374    21.170
     2.730     2.759    -1.298    2.1579    26.374    21.169
     2.830     2.860    -1.309    2.1579    26.383    21.177
     2.940     2.971    -1.298    2.1579    26.373    21.169
