Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 14 June 2017
                                                                      
SIZRS 2017 Mission 2 (AXCTD drop 2)                    USCG C-130 1709
                      Arctic Ocean = Beaufort Sea                     
74 deg 52.6 min North _ 150 deg 22.9 min West      2017-07-11/2338 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15091026                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     0.428    2.1725    25.099    20.110
     0.730     0.738     0.418    2.1725    25.107    20.117
     0.750     0.758     0.376    2.1710    25.123    20.131
     0.780     0.788     0.250    2.1592    25.076    20.097
     0.820     0.829     0.113    2.1474    25.038    20.069
     0.880     0.889    -0.014    2.1504    25.180    20.187
     0.940     0.950    -0.141    2.1651    25.474    20.427
     1.000     1.010    -0.236    2.1725    25.649    20.570
     1.080     1.091    -0.321    2.1769    25.778    20.675
     1.150     1.162    -0.385    2.1872    25.966    20.828
     1.230     1.243    -0.449    2.1990    26.174    20.998
     1.320     1.334    -0.491    2.2049    26.288    21.090
     1.410     1.425    -0.523    2.2122    26.411    21.190
     1.500     1.516    -0.534    2.2166    26.478    21.244
     1.600     1.617    -0.544    2.2240    26.583    21.329
     1.690     1.708    -0.555    2.2270    26.632    21.369
     1.790     1.809    -0.566    2.2284    26.660    21.392
     1.890     1.910    -0.566    2.2314    26.699    21.423
     1.990     2.011    -0.566    2.2343    26.737    21.454
     2.090     2.112    -0.576    2.2358    26.765    21.477
     2.200     2.223    -0.598    2.2343    26.765    21.477
     2.300     2.324    -0.619    2.2358    26.803    21.509
     2.410     2.435    -0.630    2.2373    26.833    21.533
     2.510     2.536    -0.641    2.2373    26.842    21.541
     2.620     2.647    -0.641    2.2387    26.861    21.556
     2.730     2.759    -0.651    2.2373    26.851    21.548
     2.830     2.860    -0.683    2.2358    26.860    21.556
     2.940     2.971    -0.694    2.2358    26.870    21.564
