Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 14 June 2017
                                                                      
SIZRS 2017 Mission 2 (AXCTD drop 1)                    USCG C-130 1709
                      Arctic Ocean = Beaufort Sea                     
75 deg 59.6 min North _ 150 deg 11.0 min West      2017-07-11/2313 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15126185                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -0.677    1.9667    23.347    18.717
     0.730     0.738    -0.688    1.9682    23.375    18.740
     0.750     0.758    -0.763    1.9682    23.433    18.787
     0.780     0.788    -0.891    1.9844    23.744    19.039
     0.820     0.829    -0.999    2.1054    25.419    20.395
     0.880     0.889    -1.096    2.1172    25.658    20.588
     0.940     0.950    -1.160    2.1260    25.829    20.728
     1.000     1.010    -1.193    2.1378    26.015    20.878
     1.080     1.091    -1.214    2.1437    26.111    20.956
     1.150     1.162    -1.236    2.1570    26.308    21.116
     1.230     1.243    -1.247    2.1659    26.436    21.220
     1.320     1.334    -1.257    2.1732    26.542    21.306
     1.410     1.425    -1.257    2.1806    26.641    21.386
     1.500     1.516    -1.257    2.1880    26.740    21.466
     1.600     1.617    -1.268    2.1924    26.808    21.521
     1.690     1.708    -1.268    2.1968    26.867    21.569
     1.790     1.809    -1.268    2.1998    26.907    21.602
     1.890     1.910    -1.279    2.2027    26.956    21.641
     1.990     2.011    -1.279    2.2057    26.996    21.674
     2.090     2.112    -1.290    2.2086    27.045    21.713
     2.200     2.223    -1.290    2.2101    27.065    21.729
     2.300     2.324    -1.290    2.2116    27.085    21.746
     2.410     2.435    -1.290    2.2131    27.105    21.762
     2.510     2.536    -1.301    2.2160    27.153    21.801
     2.620     2.648    -1.301    2.2160    27.153    21.801
     2.730     2.759    -1.301    2.2175    27.173    21.818
     2.830     2.860    -1.301    2.2175    27.173    21.818
     2.940     2.971    -1.301    2.2190    27.193    21.834
