Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  12 August 2015
                                                                      
SIZRS 2015 Mission 3 (AXCTD drop 5)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
76 deg 00.5 min North _ 142 deg 00.1 min West      2015-08-11/2036 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031583                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -0.985    2.0757    25.017    20.069
     0.730     0.738    -0.996    2.0742    25.006    20.060
     0.750     0.758    -1.007    2.0713    24.977    20.037
     0.780     0.788    -1.018    2.0698    24.966    20.028
     0.820     0.829    -1.028    2.0698    24.975    20.035
     0.880     0.889    -1.028    2.0742    25.033    20.082
     0.940     0.950    -1.039    2.0786    25.100    20.136
     1.000     1.010    -1.039    2.0816    25.139    20.168
     1.080     1.091    -1.039    2.0860    25.197    20.215
     1.150     1.162    -1.039    2.0919    25.275    20.278
     1.230     1.243    -1.039    2.0963    25.333    20.325
     1.320     1.334    -1.039    2.0992    25.371    20.356
     1.410     1.425    -1.039    2.1007    25.391    20.372
     1.500     1.516    -1.039    2.1036    25.429    20.403
     1.600     1.617    -1.050    2.1066    25.478    20.443
     1.690     1.708    -1.050    2.1066    25.478    20.443
     1.790     1.809    -1.050    2.1080    25.496    20.457
     1.890     1.910    -1.050    2.1080    25.496    20.457
     1.990     2.011    -1.050    2.1080    25.496    20.457
     2.090     2.112    -1.050    2.1095    25.516    20.473
     2.200     2.223    -1.050    2.1095    25.516    20.473
     2.300     2.324    -1.050    2.1095    25.516    20.473
     2.410     2.435    -1.050    2.1110    25.536    20.489
     2.510     2.536    -1.050    2.1110    25.536    20.489
     2.620     2.648    -1.050    2.1110    25.536    20.489
     2.730     2.759    -1.050    2.1110    25.536    20.489
     2.830     2.860    -1.050    2.1110    25.536    20.489
     2.940     2.971    -1.050    2.1110    25.535    20.489
