Seasonal Ice Zone Reconnaissance Survey (SIZRS)                      
Office of Naval Research (ONR) Grant N00014-12-1-0236                
US National Oceanic and Atmospheric Administration Flight 29 May 2018
                                                                     
SIZRS 2018 Mission 2 (AXCTD drop 1)             NOAA Twin Otter N56RF
                     Arctic Ocean = Beaufort Sea                     
75.0000 degrees North   150.0000 degrees West      2018-07-30/0310 UTC
                                                                     
  Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
            ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 16124220                 
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -1.058    2.1280    25.768    20.677
     0.730     0.738    -1.058    2.1265    25.748    20.661
     0.750     0.758    -1.058    2.1280    25.768    20.677
     0.780     0.788    -1.058    2.1280    25.768    20.677
     0.820     0.829    -1.058    2.1280    25.768    20.677
     0.880     0.889    -1.058    2.1280    25.768    20.677
     0.940     0.950    -1.069    2.1265    25.758    20.669
     1.000     1.010    -1.079    2.1265    25.766    20.676
     1.080     1.091    -1.101    2.1280    25.805    20.708
     1.150     1.162    -1.101    2.1280    25.805    20.707
     1.230     1.243    -1.101    2.1280    25.805    20.707
     1.320     1.334    -1.112    2.1326    25.875    20.765
     1.410     1.425    -1.112    2.1418    25.997    20.863
     1.500     1.516    -1.122    2.1494    26.107    20.952
     1.600     1.617    -1.122    2.1555    26.187    21.017
     1.690     1.708    -1.122    2.1631    26.288    21.099
     1.790     1.809    -1.122    2.1692    26.369    21.165
     1.890     1.910    -1.122    2.1738    26.430    21.214
     1.990     2.011    -1.122    2.1799    26.511    21.280
     2.090     2.112    -1.122    2.1829    26.551    21.312
     2.200     2.223    -1.122    2.1860    26.592    21.345
     2.300     2.324    -1.133    2.1875    26.622    21.369
     2.410     2.435    -1.122    2.1906    26.653    21.395
     2.510     2.536    -1.133    2.1921    26.683    21.419
     2.620     2.647    -1.122    2.1951    26.713    21.443
     2.730     2.759    -1.122    2.1951    26.713    21.443
     2.830     2.860    -1.133    2.1967    26.744    21.468
     2.940     2.971    -1.122    2.1982    26.754    21.476
