Seasonal Ice Zone Reconnaissance Survey (SIZRS)                      
Office of Naval Research (ONR) Grant N00014-12-1-0236                
US National Oceanic and Atmospheric Administration Flight 29 May 2018
                                                                     
SIZRS 2018 Mission 2 (AXCTD drop 4)             NOAA Twin Otter N56RF
                     Arctic Ocean = Beaufort Sea                     
72.1211 degrees North   150.0508 degrees West      2018-07-30/0532 UTC
                                                                     
  Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
            ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 16124217                 
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -0.869    2.1434    25.809    20.709
     0.730     0.737    -0.912    2.1388    25.785    20.690
     0.750     0.758    -0.944    2.1419    25.854    20.745
     0.780     0.788    -0.965    2.1496    25.973    20.843
     0.820     0.828    -0.976    2.1558    26.065    20.917
     0.880     0.889    -0.987    2.1589    26.115    20.958
     0.940     0.950    -1.008    2.1744    26.338    21.138
     1.000     1.010    -1.019    2.1868    26.512    21.279
     1.080     1.091    -1.030    2.1945    26.624    21.370
     1.150     1.162    -1.041    2.2022    26.736    21.461
     1.230     1.243    -1.051    2.2069    26.807    21.518
     1.320     1.334    -1.051    2.2115    26.868    21.568
     1.410     1.425    -1.062    2.2131    26.899    21.593
     1.500     1.515    -1.062    2.2146    26.919    21.609
     1.600     1.616    -1.073    2.2177    26.970    21.651
     1.690     1.707    -1.062    2.2208    27.002    21.676
     1.790     1.808    -1.073    2.2208    27.011    21.684
     1.890     1.909    -1.083    2.2208    27.020    21.691
     1.990     2.011    -1.094    2.2208    27.030    21.699
     2.090     2.112    -1.094    2.2224    27.052    21.717
     2.200     2.223    -1.094    2.2224    27.051    21.717
     2.300     2.324    -1.094    2.2239    27.071    21.733
     2.410     2.435    -1.094    2.2239    27.071    21.733
     2.510     2.536    -1.094    2.2239    27.071    21.733
     2.620     2.647    -1.105    2.2239    27.081    21.741
     2.730     2.758    -1.094    2.2239    27.071    21.733
     2.830     2.859    -1.094    2.2255    27.092    21.750
     2.940     2.970    -1.105    2.2255    27.102    21.758
