Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 17 August 2017
                                                                      
SIZRS 2017 Mission 3 (AXCTD drop 1)                    USCG C-130 1702
                      Arctic Ocean = Beaufort Sea                     
77 deg 46.4 min North _ 150 deg 00.1 min West      2017-08-17/2207 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 16124215                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -0.955    2.2271    26.989    21.665
     0.730     0.738    -0.944    2.2271    26.980    21.656
     0.750     0.758    -0.955    2.2256    26.970    21.649
     0.780     0.788    -0.976    2.2256    26.988    21.664
     0.820     0.829    -0.976    2.2240    26.967    21.647
     0.880     0.889    -0.998    2.2210    26.947    21.631
     0.940     0.950    -1.019    2.2195    26.946    21.630
     1.000     1.011    -1.041    2.2210    26.986    21.663
     1.080     1.091    -1.051    2.2225    27.015    21.686
     1.150     1.162    -1.051    2.2271    27.076    21.736
     1.230     1.243    -1.062    2.2316    27.145    21.792
     1.320     1.334    -1.062    2.2347    27.187    21.826
     1.410     1.425    -1.062    2.2377    27.227    21.858
     1.500     1.516    -1.062    2.2392    27.246    21.874
     1.600     1.617    -1.062    2.2408    27.268    21.891
     1.690     1.708    -1.062    2.2423    27.288    21.907
     1.790     1.809    -1.062    2.2438    27.308    21.924
     1.890     1.910    -1.062    2.2438    27.307    21.923
     1.990     2.011    -1.062    2.2453    27.327    21.940
     2.090     2.112    -1.062    2.2453    27.327    21.940
     2.200     2.223    -1.062    2.2453    27.327    21.939
     2.300     2.324    -1.062    2.2468    27.347    21.956
     2.410     2.436    -1.062    2.2468    27.347    21.956
     2.510     2.537    -1.062    2.2468    27.347    21.956
     2.620     2.648    -1.062    2.2484    27.368    21.973
     2.730     2.759    -1.062    2.2484    27.368    21.973
     2.830     2.860    -1.062    2.2484    27.368    21.973
     2.940     2.971    -1.062    2.2484    27.368    21.973
