Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 17 August 2017
                                                                      
SIZRS 2017 Mission 3 (AXCTD drop 7)                    USCG C-130 1702
                      Arctic Ocean = Beaufort Sea                     
71 deg 59.9 min North _ 149 deg 59.9 min West      2017-08-18/0008 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 16124214                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     6.053    2.5264    24.882    19.563
     0.730     0.737     6.053    2.5264    24.882    19.563
     0.750     0.758     6.063    2.5279    24.891    19.569
     0.780     0.788     6.053    2.5279    24.898    19.576
     0.820     0.828     6.053    2.5279    24.898    19.576
     0.880     0.889     6.044    2.5264    24.888    19.570
     0.940     0.950     6.034    2.5264    24.896    19.576
     1.000     1.010     6.034    2.5264    24.896    19.576
     1.080     1.091     6.014    2.5264    24.910    19.590
     1.150     1.162     6.014    2.5249    24.894    19.577
     1.230     1.243     6.005    2.5264    24.917    19.596
     1.320     1.334     6.005    2.5279    24.933    19.609
     1.410     1.425     6.005    2.5294    24.949    19.622
     1.500     1.515     6.005    2.5340    24.999    19.661
     1.600     1.616     6.005    2.5385    25.048    19.699
     1.690     1.707     6.005    2.5431    25.098    19.738
     1.790     1.808     6.005    2.5461    25.130    19.764
     1.890     1.909     6.005    2.5491    25.163    19.790
     1.990     2.011     5.995    2.5507    25.187    19.810
     2.090     2.112     6.005    2.5507    25.180    19.803
     2.200     2.223     5.995    2.5522    25.203    19.823
     2.300     2.324     6.005    2.5537    25.212    19.829
     2.410     2.435     6.005    2.5537    25.212    19.829
     2.510     2.536     6.005    2.5537    25.212    19.829
     2.620     2.647     6.005    2.5552    25.228    19.841
     2.730     2.758     5.995    2.5537    25.220    19.836
     2.830     2.859     6.005    2.5552    25.228    19.841
     2.940     2.970     5.995    2.5552    25.236    19.848
     3.050     3.082     5.995    2.5537    25.219    19.835
