Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 17 August 2017
                                                                      
SIZRS 2017 Mission 3 (AXCTD drop 6)                    USCG C-130 1702
                      Arctic Ocean = Beaufort Sea                     
72 deg 59.9 min North _ 149 deg 59.9 min West      2017-08-17/2347 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15126164                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     2.076    2.2127    24.291    19.399
     0.730     0.738     2.076    2.2127    24.291    19.399
     0.750     0.758     2.076    2.2142    24.309    19.413
     0.780     0.788     2.086    2.2127    24.284    19.392
     0.820     0.828     2.086    2.2142    24.301    19.407
     0.880     0.889     2.076    2.2142    24.309    19.413
     0.940     0.950     2.066    2.2127    24.299    19.406
     1.000     1.010     2.045    2.2127    24.315    19.420
     1.080     1.091     2.045    2.2142    24.333    19.434
     1.150     1.162     2.035    2.2187    24.395    19.484
     1.230     1.243     2.035    2.2278    24.504    19.571
     1.320     1.334     2.035    2.2338    24.576    19.629
     1.410     1.425     2.025    2.2383    24.638    19.679
     1.500     1.516     2.025    2.2473    24.746    19.765
     1.600     1.617     2.025    2.2518    24.801    19.809
     1.690     1.708     2.025    2.2579    24.874    19.867
     1.790     1.809     2.025    2.2624    24.928    19.911
     1.890     1.910     2.025    2.2669    24.983    19.954
     1.990     2.011     2.025    2.2684    25.001    19.969
     2.090     2.112     2.025    2.2714    25.037    19.997
     2.200     2.223     2.025    2.2714    25.037    19.997
     2.300     2.324     2.025    2.2729    25.055    20.012
     2.410     2.435     2.025    2.2729    25.055    20.012
     2.510     2.536     2.025    2.2744    25.073    20.026
     2.620     2.647     2.025    2.2744    25.073    20.026
     2.730     2.758     2.025    2.2759    25.091    20.041
     2.830     2.859     2.025    2.2759    25.091    20.041
     2.940     2.971     2.025    2.2774    25.109    20.055
     3.050     3.082     2.025    2.2774    25.109    20.055
