Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  14 Sept.2016
                                                                      
SIZRS 2016 Mission 4 (AXCTD drop 5)                    USCG C-130 1711
                      Arctic Ocean = Beaufort Sea                     
77 deg 00.9 min North _ 150 deg 00.0 min West      2016-09-14/2051 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031655                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -0.856    2.1279    25.594    20.535
     0.730     0.738    -1.050    2.1294    25.780    20.687
     0.750     0.758    -1.179    2.1428    26.069    20.922
     0.780     0.788    -1.266    2.1488    26.225    21.049
     0.820     0.829    -1.331    2.1518    26.322    21.128
     0.880     0.889    -1.374    2.1607    26.479    21.256
     0.940     0.950    -1.396    2.1652    26.559    21.320
     1.000     1.010    -1.417    2.1727    26.678    21.417
     1.080     1.091    -1.428    2.1772    26.749    21.474
     1.150     1.162    -1.439    2.1816    26.818    21.530
     1.230     1.243    -1.439    2.1861    26.878    21.579
     1.320     1.334    -1.450    2.1876    26.908    21.604
     1.410     1.425    -1.450    2.1906    26.948    21.636
     1.500     1.516    -1.450    2.1906    26.948    21.636
     1.600     1.617    -1.450    2.1921    26.968    21.653
     1.690     1.708    -1.450    2.1921    26.968    21.653
     1.790     1.809    -1.450    2.1936    26.988    21.669
     1.890     1.910    -1.461    2.1951    27.019    21.693
     1.990     2.011    -1.450    2.1951    27.009    21.685
     2.090     2.112    -1.461    2.1951    27.018    21.693
     2.200     2.223    -1.461    2.1951    27.018    21.693
     2.300     2.324    -1.461    2.1966    27.039    21.710
     2.410     2.435    -1.461    2.1966    27.038    21.710
     2.510     2.537    -1.461    2.1966    27.038    21.709
     2.620     2.648    -1.461    2.1966    27.038    21.709
     2.730     2.759    -1.461    2.1966    27.038    21.709
     2.830     2.860    -1.461    2.1966    27.038    21.709
     2.940     2.971    -1.461    2.1981    27.058    21.726
