Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight   30 May 2012
                                                                      
SIZRS Flight 1 (AXCTD drop 4)       Arctic Ocean       USCG C-130 1704
72 deg 59.4 min North _ 150 deg 01.2 min West      2012-05-31/0113 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 12046988                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -1.371    2.2053    27.075    21.738
     0.730     0.738    -1.382    2.2053    27.085    21.746
     0.750     0.758    -1.393    2.2068    27.115    21.771
     0.780     0.788    -1.393    2.2097    27.154    21.802
     0.820     0.828    -1.404    2.2127    27.204    21.843
     0.880     0.889    -1.404    2.2127    27.204    21.843
     0.940     0.950    -1.404    2.2171    27.263    21.891
     1.000     1.010    -1.415    2.2246    27.374    21.981
     1.080     1.091    -1.404    2.2320    27.463    22.054
     1.150     1.162    -1.415    2.2379    27.553    22.126
     1.230     1.243    -1.404    2.2424    27.603    22.167
     1.320     1.334    -1.404    2.2453    27.642    22.199
     1.410     1.425    -1.415    2.2468    27.673    22.223
     1.500     1.516    -1.404    2.2483    27.683    22.231
     1.600     1.617    -1.415    2.2498    27.713    22.256
     1.690     1.708    -1.415    2.2498    27.713    22.256
     1.790     1.809    -1.415    2.2513    27.733    22.272
     1.890     1.910    -1.415    2.2513    27.733    22.272
     1.990     2.011    -1.415    2.2528    27.753    22.289
     2.090     2.112    -1.415    2.2528    27.753    22.289
     2.200     2.223    -1.415    2.2528    27.753    22.289
     2.300     2.324    -1.415    2.2528    27.753    22.288
     2.410     2.435    -1.415    2.2528    27.753    22.288
     2.510     2.536    -1.404    2.2542    27.761    22.295
     2.620     2.647    -1.415    2.2528    27.753    22.288
     2.730     2.758    -1.404    2.2542    27.761    22.295
     2.830     2.859    -1.415    2.2542    27.772    22.304
     2.940     2.971    -1.415    2.2542    27.771    22.304
     3.050     3.082    -1.415    2.2542    27.771    22.303
