Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  18 August 2016
                                                                      
SIZRS 2016 Mission 3 (AXCTD drop 3)                    USCG C-130 1714
                      Arctic Ocean = Beaufort Sea                     
74 deg 23.0 min North _ 150 deg 00.0 min West      2016-08-18/2040 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031598                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     0.467    2.2291    25.782    20.659
     0.730     0.738     0.467    2.2305    25.800    20.673
     0.750     0.758     0.467    2.2291    25.782    20.659
     0.780     0.788     0.477    2.2291    25.774    20.652
     0.820     0.829     0.488    2.2291    25.765    20.644
     0.880     0.889     0.498    2.2305    25.774    20.651
     0.940     0.950     0.488    2.2291    25.764    20.644
     1.000     1.010     0.477    2.2291    25.774    20.652
     1.080     1.091     0.477    2.2276    25.755    20.636
     1.150     1.162     0.456    2.2276    25.772    20.651
     1.230     1.243     0.446    2.2247    25.744    20.628
     1.320     1.334     0.446    2.2247    25.744    20.628
     1.410     1.425     0.435    2.2262    25.772    20.651
     1.500     1.516     0.425    2.2262    25.780    20.658
     1.600     1.617     0.425    2.2305    25.835    20.702
     1.690     1.708     0.425    2.2379    25.928    20.778
     1.790     1.809     0.414    2.2495    26.085    20.904
     1.890     1.910     0.414    2.2539    26.140    20.949
     1.990     2.011     0.414    2.2612    26.233    21.023
     2.090     2.112     0.414    2.2656    26.289    21.068
     2.200     2.223     0.414    2.2700    26.345    21.113
     2.300     2.324     0.414    2.2729    26.382    21.142
     2.410     2.435     0.414    2.2744    26.401    21.158
     2.510     2.536     0.414    2.2758    26.418    21.172
     2.620     2.647     0.414    2.2773    26.437    21.187
     2.730     2.759     0.414    2.2788    26.456    21.203
     2.830     2.860     0.414    2.2802    26.474    21.217
     2.940     2.971     0.414    2.2802    26.474    21.217
     3.050     3.082     0.414    2.2817    26.493    21.232
