Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  18 August 2016
                                                                      
SIZRS 2016 Mission 3 (AXCTD drop 2)                    USCG C-130 1714
                      Arctic Ocean = Beaufort Sea                     
73 deg 15.0 min North _ 150 deg 00.0 min West      2016-08-18/2012 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031649                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     2.145    2.3331    25.686    20.510
     0.730     0.738     2.145    2.3345    25.702    20.523
     0.750     0.758     2.145    2.3390    25.757    20.566
     0.780     0.788     2.145    2.3434    25.810    20.609
     0.820     0.828     2.145    2.3463    25.845    20.637
     0.880     0.889     2.145    2.3507    25.898    20.679
     0.940     0.950     2.135    2.3522    25.924    20.701
     1.000     1.010     2.145    2.3566    25.969    20.736
     1.080     1.091     2.135    2.3655    26.085    20.829
     1.150     1.162     2.135    2.3728    26.173    20.900
     1.230     1.243     2.135    2.3787    26.244    20.956
     1.320     1.334     2.135    2.3831    26.297    20.999
     1.410     1.425     2.135    2.3861    26.334    21.028
     1.500     1.516     2.135    2.3905    26.387    21.070
     1.600     1.617     2.145    2.3919    26.395    21.077
     1.690     1.708     2.135    2.3949    26.440    21.113
     1.790     1.809     2.135    2.3964    26.458    21.127
     1.890     1.910     2.145    2.3964    26.450    21.120
     1.990     2.011     2.135    2.3978    26.475    21.141
     2.090     2.112     2.145    2.3993    26.485    21.148
     2.200     2.223     2.145    2.3993    26.485    21.148
     2.300     2.324     2.145    2.3993    26.485    21.148
     2.410     2.435     2.145    2.4008    26.503    21.162
     2.510     2.536     2.135    2.4008    26.511    21.170
     2.620     2.647     2.145    2.4008    26.503    21.162
     2.730     2.758     2.145    2.4008    26.502    21.162
     2.830     2.859     2.135    2.4008    26.511    21.170
     2.940     2.971     2.145    2.4008    26.502    21.162
     3.050     3.082     2.145    2.4022    26.519    21.176
