Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight   21 Aug 2012
                                                                      
SIZRS Flight 4 (AXCTD drop 3)       Arctic Ocean       USCG C-130 1709
76 deg 00.0 min North _ 150 deg 00.0 min West      2012-08-22/0116 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 12068092                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728     0.017    2.1435    25.067    20.095
     0.730     0.738     0.017    2.1420    25.048    20.079
     0.750     0.758     0.006    2.1420    25.057    20.087
     0.780     0.788    -0.005    2.1420    25.066    20.094
     0.820     0.829    -0.005    2.1420    25.066    20.094
     0.880     0.889    -0.015    2.1435    25.093    20.117
     0.940     0.950    -0.015    2.1435    25.093    20.117
     1.000     1.010    -0.015    2.1510    25.189    20.194
     1.080     1.091    -0.026    2.1540    25.236    20.232
     1.150     1.162    -0.026    2.1599    25.312    20.293
     1.230     1.243    -0.026    2.1629    25.350    20.324
     1.320     1.334    -0.026    2.1644    25.369    20.340
     1.410     1.425    -0.036    2.1659    25.397    20.362
     1.500     1.516    -0.036    2.1659    25.397    20.362
     1.600     1.617    -0.036    2.1689    25.435    20.393
     1.690     1.708    -0.036    2.1674    25.416    20.377
     1.790     1.809    -0.036    2.1689    25.435    20.393
     1.890     1.910    -0.036    2.1703    25.453    20.407
     1.990     2.011    -0.036    2.1703    25.453    20.407
     2.090     2.112    -0.036    2.1703    25.453    20.407
     2.200     2.223    -0.036    2.1718    25.472    20.423
     2.300     2.324    -0.036    2.1718    25.472    20.422
     2.410     2.435    -0.036    2.1718    25.472    20.422
     2.510     2.536    -0.036    2.1718    25.472    20.422
     2.620     2.648    -0.036    2.1718    25.472    20.422
     2.730     2.759    -0.036    2.1733    25.491    20.438
     2.830     2.860    -0.036    2.1733    25.491    20.438
     2.940     2.971    -0.036    2.1733    25.491    20.438
     3.050     3.082    -0.036    2.1733    25.491    20.438
