Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-15-1-2295                 
United States Coast Guard Arctic Domain Awareness Flight  14 August 2019
                                                                      
SIZRS 2019 Mission 3 (AXCTD drop 9)                   USCG C-130J 2011
                      Arctic Ocean = Beaufort Sea                     
72 deg 03.2 min North _ 150 deg 00.0 min West      2019-08-15/0122 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 16124224                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     3.244    2.4847    26.593    21.164
     0.730     0.737     3.234    2.4832    26.584    21.157
     0.750     0.758     3.234    2.4832    26.584    21.157
     0.780     0.788     3.224    2.4832    26.592    21.164
     0.820     0.828     3.224    2.4832    26.592    21.164
     0.880     0.889     3.214    2.4832    26.600    21.172
     0.940     0.950     3.214    2.4832    26.600    21.172
     1.000     1.010     3.214    2.4832    26.600    21.172
     1.080     1.091     3.214    2.4862    26.635    21.200
     1.150     1.162     3.214    2.4909    26.690    21.244
     1.230     1.243     3.214    2.4970    26.762    21.301
     1.320     1.334     3.204    2.4986    26.789    21.323
     1.410     1.425     3.204    2.5032    26.843    21.366
     1.500     1.515     3.204    2.5094    26.916    21.424
     1.600     1.616     3.204    2.5155    26.988    21.481
     1.690     1.707     3.204    2.5202    27.043    21.525
     1.790     1.808     3.204    2.5248    27.098    21.568
     1.890     1.909     3.204    2.5294    27.152    21.612
     1.990     2.011     3.204    2.5310    27.171    21.626
     2.090     2.112     3.204    2.5340    27.206    21.655
     2.200     2.223     3.204    2.5356    27.225    21.670
     2.300     2.324     3.204    2.5371    27.242    21.684
     2.410     2.435     3.204    2.5402    27.279    21.713
     2.510     2.536     3.204    2.5418    27.298    21.728
     2.620     2.647     3.204    2.5433    27.315    21.742
     2.730     2.758     3.204    2.5433    27.315    21.742
     2.830     2.859     3.204    2.5448    27.333    21.756
     2.940     2.970     3.214    2.5448    27.324    21.748
     3.050     3.082     3.204    2.5448    27.333    21.756
