Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 18 September 2018
                                                                      
SIZRS 2018 Mission 4 (AXCTD drop 5)                    USCG C-130 1713
                      Arctic Ocean = Beaufort Sea                     
76 deg 00.2 min North _ 150 deg 00.0 min West      2018-09-18/2225 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 16124227                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -0.953    2.1085    25.421    20.396
     0.730     0.738    -0.942    2.1085    25.412    20.388
     0.750     0.758    -0.953    2.1085    25.421    20.396
     0.780     0.788    -0.974    2.1069    25.418    20.393
     0.820     0.829    -0.985    2.1069    25.427    20.401
     0.880     0.889    -1.006    2.1054    25.425    20.399
     0.940     0.950    -1.017    2.1054    25.435    20.407
     1.000     1.010    -1.017    2.1054    25.434    20.407
     1.080     1.091    -1.028    2.1054    25.444    20.415
     1.150     1.162    -1.028    2.1131    25.545    20.497
     1.230     1.243    -1.028    2.1209    25.648    20.580
     1.320     1.334    -1.028    2.1255    25.709    20.629
     1.410     1.425    -1.028    2.1332    25.811    20.712
     1.500     1.516    -1.028    2.1441    25.955    20.828
     1.600     1.617    -1.028    2.1518    26.057    20.911
     1.690     1.708    -1.028    2.1611    26.180    21.010
     1.790     1.809    -1.028    2.1704    26.303    21.110
     1.890     1.910    -1.028    2.1750    26.363    21.159
     1.990     2.011    -1.028    2.1827    26.465    21.241
     2.090     2.112    -1.028    2.1874    26.528    21.292
     2.200     2.223    -1.028    2.1905    26.569    21.325
     2.300     2.324    -1.028    2.1920    26.589    21.341
     2.410     2.435    -1.028    2.1951    26.630    21.374
     2.510     2.536    -1.028    2.1936    26.610    21.358
     2.620     2.648    -1.028    2.1966    26.649    21.390
     2.730     2.759    -1.028    2.1966    26.649    21.390
     2.830     2.860    -1.028    2.1997    26.690    21.424
     2.940     2.971    -1.028    2.1997    26.690    21.423
