Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  13 July 2016
                                                                      
SIZRS 2016 Mission 5 (AXCTD drop 5)                    USCG C-130 1714
                      Arctic Ocean = Beaufort Sea                     
75 deg 55.0 min North _ 150 deg 00.0 min West      2016-07-13/2222 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031590                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728     0.050    2.1768    25.465    20.415
     0.730     0.738     0.050    2.1768    25.465    20.415
     0.750     0.758     0.039    2.1782    25.492    20.437
     0.780     0.788     0.039    2.1812    25.531    20.468
     0.820     0.829     0.029    2.1827    25.558    20.490
     0.880     0.889     0.029    2.1945    25.709    20.612
     0.940     0.950     0.029    2.1990    25.767    20.658
     1.000     1.010     0.018    2.2079    25.890    20.758
     1.080     1.091     0.018    2.2153    25.985    20.834
     1.150     1.162     0.008    2.2212    26.069    20.903
     1.230     1.243     0.008    2.2271    26.145    20.964
     1.320     1.334     0.008    2.2315    26.201    21.009
     1.410     1.425    -0.003    2.2360    26.268    21.064
     1.500     1.516     0.008    2.2419    26.335    21.117
     1.600     1.617    -0.003    2.2449    26.383    21.156
     1.690     1.708    -0.003    2.2464    26.402    21.171
     1.790     1.809     0.008    2.2493    26.430    21.193
     1.890     1.910    -0.003    2.2508    26.458    21.217
     1.990     2.011     0.008    2.2508    26.449    21.209
     2.090     2.112    -0.003    2.2523    26.478    21.232
     2.200     2.223     0.008    2.2523    26.468    21.224
     2.300     2.324     0.008    2.2538    26.487    21.240
     2.410     2.435    -0.003    2.2538    26.497    21.248
     2.510     2.536     0.008    2.2552    26.505    21.254
     2.620     2.648    -0.003    2.2567    26.534    21.278
     2.730     2.759    -0.003    2.2567    26.534    21.277
     2.830     2.860     0.008    2.2567    26.524    21.269
     2.940     2.971    -0.003    2.2582    26.553    21.293
     3.050     3.082     0.008    2.2582    26.544    21.285
