Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  15 June 2016
                                                                      
SIZRS 2016 Mission 5 (AXCTD drop 1)                    USCG C-130 1709
                      Arctic Ocean = Beaufort Sea                     
72 deg 00.2 min North _ 149 deg 59.7 min West      2016-06-15/2016 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031645                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     1.719    2.3801    26.609    21.271
     0.730     0.737     1.719    2.3785    26.590    21.255
     0.750     0.758     1.719    2.3755    26.553    21.226
     0.780     0.788     1.719    2.3755    26.553    21.226
     0.820     0.828     1.709    2.3770    26.580    21.247
     0.880     0.889     1.698    2.3846    26.682    21.330
     0.940     0.950     1.688    2.4028    26.914    21.516
     1.000     1.010     1.678    2.4180    27.109    21.673
     1.080     1.091     1.678    2.4241    27.184    21.733
     1.150     1.162     1.667    2.4620    27.660    22.115
     1.230     1.243     1.657    2.4803    27.895    22.303
     1.320     1.334     1.647    2.5000    28.147    22.506
     1.410     1.425     1.647    2.5137    28.316    22.641
     1.500     1.515     1.637    2.5243    28.456    22.754
     1.600     1.616     1.626    2.5319    28.561    22.838
     1.690     1.707     1.626    2.5364    28.616    22.883
     1.790     1.808     1.626    2.5410    28.673    22.928
     1.890     1.909     1.616    2.5440    28.719    22.966
     1.990     2.011     1.616    2.5486    28.776    23.012
     2.090     2.112     1.606    2.5501    28.804    23.034
     2.200     2.223     1.606    2.5531    28.841    23.064
     2.300     2.324     1.585    2.5516    28.842    23.066
     2.410     2.435     1.575    2.5516    28.851    23.074
     2.510     2.536     1.564    2.5531    28.880    23.097
     2.620     2.647     1.544    2.5531    28.898    23.113
     2.730     2.758     1.544    2.5531    28.898    23.113
     2.830     2.859     1.533    2.5547    28.928    23.138
     2.940     2.970     1.533    2.5547    28.928    23.138
     3.050     3.082     1.533    2.5562    28.947    23.153
