Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  20 June 2013
                                                                      
SIZRS 2013 Mission 1 (AXCTD drop 8)                   USCG C-130 1704
                      Arctic Ocean = Beaufort Sea                     
75 deg 59.0 min North _ 150 deg 11.0 min West      2013-06-20/2050 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13041227                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728     0.993    2.3037    26.277    21.038
     0.730     0.738     0.982    2.3037    26.287    21.046
     0.750     0.758     0.899    2.3067    26.395    21.136
     0.780     0.788     0.649    2.2917    26.419    21.165
     0.820     0.829     0.135    2.2558    26.404    21.169
     0.880     0.889    -0.341    2.2588    26.858    21.547
     0.940     0.950    -0.692    2.2573    27.152    21.792
     1.000     1.010    -0.928    2.2588    27.385    21.984
     1.080     1.091    -1.089    2.2618    27.572    22.138
     1.150     1.162    -1.186    2.2708    27.782    22.310
     1.230     1.243    -1.261    2.2738    27.892    22.400
     1.320     1.334    -1.326    2.2768    27.993    22.482
     1.410     1.425    -1.369    2.2812    28.093    22.564
     1.500     1.516    -1.391    2.2857    28.174    22.630
     1.600     1.617    -1.402    2.2887    28.225    22.671
     1.690     1.708    -1.413    2.2902    28.256    22.696
     1.790     1.809    -1.423    2.2917    28.286    22.720
     1.890     1.910    -1.434    2.2932    28.316    22.745
     1.990     2.011    -1.434    2.2932    28.316    22.745
     2.090     2.112    -1.445    2.2947    28.347    22.770
     2.200     2.223    -1.445    2.2947    28.347    22.770
     2.300     2.324    -1.445    2.2962    28.367    22.787
     2.410     2.435    -1.445    2.2962    28.367    22.787
     2.510     2.536    -1.445    2.2977    28.387    22.803
     2.620     2.648    -1.445    2.2977    28.387    22.803
     2.730     2.759    -1.445    2.2977    28.387    22.803
     2.830     2.860    -1.445    2.2992    28.407    22.819
     2.940     2.971    -1.445    2.2992    28.407    22.819
