Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-15-1-2295                 
United States Coast Guard Arctic Domain Awareness Flight 12 June 2019
                                                                      
SIZRS 2019 Mission 1 (AXCTD drop 1)                    USCG C-130 1713
                      Arctic Ocean = Beaufort Sea                     
71 deg 59.2 min North _ 149 deg 59.9 min West      2019-06-12/2028 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 16124223                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -0.362    2.4679    29.615    23.773
     0.730     0.737    -0.352    2.4679    29.605    23.765
     0.750     0.758    -0.341    2.4679    29.594    23.756
     0.780     0.788    -0.352    2.4679    29.605    23.765
     0.820     0.828    -0.373    2.4664    29.606    23.766
     0.880     0.889    -0.383    2.4648    29.594    23.757
     0.940     0.950    -0.405    2.4648    29.616    23.775
     1.000     1.010    -0.415    2.4664    29.646    23.800
     1.080     1.091    -0.426    2.4694    29.697    23.841
     1.150     1.162    -0.426    2.4725    29.738    23.874
     1.230     1.243    -0.436    2.4755    29.787    23.915
     1.320     1.334    -0.436    2.4847    29.908    24.013
     1.410     1.425    -0.436    2.4893    29.969    24.062
     1.500     1.515    -0.447    2.4939    30.041    24.120
     1.600     1.616    -0.447    2.5000    30.121    24.185
     1.690     1.707    -0.447    2.5030    30.161    24.217
     1.790     1.808    -0.447    2.5061    30.202    24.250
     1.890     1.909    -0.447    2.5091    30.242    24.282
     1.990     2.011    -0.447    2.5122    30.283    24.315
     2.090     2.112    -0.447    2.5137    30.302    24.331
     2.200     2.223    -0.447    2.5153    30.324    24.348
     2.300     2.324    -0.447    2.5168    30.343    24.364
     2.410     2.435    -0.447    2.5168    30.343    24.364
     2.510     2.536    -0.447    2.5183    30.363    24.380
     2.620     2.647    -0.447    2.5183    30.363    24.380
     2.730     2.758    -0.447    2.5198    30.383    24.396
     2.830     2.859    -0.447    2.5198    30.383    24.396
     2.940     2.970    -0.447    2.5198    30.383    24.396
