Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  16 July 2013
                                                                      
SIZRS 2013 Mission 2 (AXCTD drop 4)                    USCG C-130 1713
                      Arctic Ocean = Beaufort Sea                     
72 deg 00.0 min North _ 150 deg 00.0 min West      2013-07-16/2306 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 12110106                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -0.085    1.6404    18.795    15.044
     0.730     0.737    -0.521    1.8724    22.016    17.642
     0.750     0.758    -0.799    1.9801    23.616    18.935
     0.780     0.788    -0.970    2.0460    24.614    19.743
     0.820     0.828    -1.078    2.0894    25.275    20.278
     0.880     0.889    -1.132    2.1253    25.796    20.700
     0.940     0.950    -1.175    2.1507    26.170    21.004
     1.000     1.010    -1.207    2.1717    26.478    21.253
     1.080     1.091    -1.218    2.1866    26.686    21.422
     1.150     1.162    -1.240    2.2016    26.906    21.601
     1.230     1.243    -1.250    2.2136    27.076    21.738
     1.320     1.334    -1.250    2.2211    27.176    21.819
     1.410     1.425    -1.250    2.2270    27.255    21.883
     1.500     1.515    -1.250    2.2300    27.295    21.916
     1.600     1.616    -1.250    2.2345    27.355    21.964
     1.690     1.707    -1.261    2.2360    27.385    21.989
     1.790     1.808    -1.250    2.2390    27.415    22.013
     1.890     1.909    -1.261    2.2405    27.445    22.038
     1.990     2.011    -1.250    2.2420    27.455    22.046
     2.090     2.112    -1.250    2.2435    27.475    22.062
     2.200     2.223    -1.261    2.2435    27.485    22.070
     2.300     2.324    -1.250    2.2435    27.475    22.062
     2.410     2.435    -1.261    2.2450    27.505    22.086
     2.510     2.536    -1.250    2.2450    27.495    22.078
     2.620     2.647    -1.250    2.2465    27.515    22.094
     2.730     2.758    -1.261    2.2465    27.525    22.102
     2.830     2.859    -1.250    2.2465    27.515    22.094
     2.940     2.970    -1.261    2.2465    27.525    22.102
