Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  26 June 2012
                                                                      
SIZRS Flight 2 (AXCTD drop 5)       Arctic Ocean       USCG C-130 1790
71 deg 43.4 min North _ 150 deg 21.7 min West      2012-06-27/0308 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 12046965                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -0.796    2.2775    27.513    22.085
     0.730     0.737    -0.893    2.2908    27.778    22.301
     0.750     0.758    -0.968    2.3086    28.084    22.551
     0.780     0.788    -1.011    2.3308    28.421    22.824
     0.820     0.828    -1.044    2.3485    28.689    23.041
     0.880     0.889    -1.076    2.3559    28.818    23.147
     0.940     0.950    -1.087    2.3633    28.928    23.236
     1.000     1.010    -1.098    2.3707    29.038    23.325
     1.080     1.091    -1.108    2.3767    29.128    23.399
     1.150     1.162    -1.108    2.3781    29.147    23.414
     1.230     1.243    -1.119    2.3796    29.178    23.439
     1.320     1.334    -1.130    2.3781    29.168    23.431
     1.410     1.425    -1.152    2.3796    29.210    23.466
     1.500     1.515    -1.162    2.3781    29.199    23.457
     1.600     1.616    -1.173    2.3796    29.230    23.482
     1.690     1.707    -1.195    2.3781    29.231    23.484
     1.790     1.808    -1.206    2.3781    29.242    23.493
     1.890     1.909    -1.238    2.3767    29.254    23.503
     1.990     2.010    -1.249    2.3767    29.265    23.512
     2.090     2.112    -1.260    2.3767    29.276    23.521
     2.200     2.223    -1.281    2.3781    29.315    23.553
     2.300     2.324    -1.292    2.3767    29.307    23.547
     2.410     2.435    -1.303    2.3781    29.337    23.571
     2.510     2.536    -1.303    2.3781    29.337    23.571
     2.620     2.647    -1.303    2.3781    29.337    23.571
     2.730     2.758    -1.314    2.3767    29.329    23.565
     2.830     2.859    -1.314    2.3767    29.328    23.565
     2.940     2.970    -1.324    2.3767    29.338    23.573
     3.050     3.081    -1.324    2.3767    29.338    23.573
