Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  6 October 2016
                                                                      
SIZRS 2016 Mission 5 (AXCTD drop 5)                    USCG C-130 1709
                      Arctic Ocean = Beaufort Sea                     
76 deg 01.0 min North _ 149 deg 59.7 min West      2016-10-06/2214 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15126170                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -1.200    2.1200    25.784    20.692
     0.730     0.738    -1.200    2.1200    25.784    20.692
     0.750     0.758    -1.200    2.1214    25.803    20.707
     0.780     0.788    -1.200    2.1214    25.803    20.707
     0.820     0.829    -1.211    2.1214    25.812    20.714
     0.880     0.889    -1.222    2.1200    25.803    20.707
     0.940     0.950    -1.243    2.1200    25.821    20.722
     1.000     1.010    -1.243    2.1185    25.801    20.706
     1.080     1.091    -1.254    2.1185    25.811    20.713
     1.150     1.162    -1.254    2.1200    25.831    20.729
     1.230     1.243    -1.254    2.1200    25.831    20.729
     1.320     1.334    -1.265    2.1229    25.879    20.768
     1.410     1.425    -1.265    2.1303    25.977    20.848
     1.500     1.516    -1.265    2.1391    26.094    20.943
     1.600     1.617    -1.265    2.1464    26.192    21.022
     1.690     1.708    -1.265    2.1509    26.252    21.070
     1.790     1.809    -1.276    2.1538    26.300    21.110
     1.890     1.910    -1.265    2.1582    26.349    21.149
     1.990     2.011    -1.276    2.1597    26.379    21.173
     2.090     2.112    -1.265    2.1612    26.389    21.182
     2.200     2.223    -1.265    2.1626    26.407    21.197
     2.300     2.324    -1.276    2.1626    26.417    21.205
     2.410     2.435    -1.265    2.1641    26.427    21.213
     2.510     2.536    -1.276    2.1656    26.457    21.237
     2.620     2.648    -1.265    2.1656    26.447    21.229
     2.730     2.759    -1.265    2.1656    26.447    21.229
     2.830     2.860    -1.276    2.1656    26.457    21.237
     2.940     2.971    -1.265    2.1656    26.447    21.229
