Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 14 June 2017
                                                                      
SIZRS 2017 Mission 1 (AXCTD drop 3)                    USCG C-130 1709
                      Arctic Ocean = Beaufort Sea                     
73 deg 53.1 min North _ 149 deg 55.5 min West      2017-06-15/0323 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15126184                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     0.640    2.0511    23.410    18.747
     0.730     0.738     0.629    2.0496    23.400    18.739
     0.750     0.758     0.347    2.0247    23.302    18.667
     0.780     0.788    -0.160    1.9820    23.147    18.551
     0.820     0.828    -0.585    2.0482    24.330    19.510
     0.880     0.889    -0.885    2.0820    25.016    20.067
     0.940     0.950    -1.046    2.1055    25.460    20.428
     1.000     1.010    -1.154    2.1172    25.707    20.629
     1.080     1.091    -1.218    2.1319    25.958    20.832
     1.150     1.162    -1.262    2.1481    26.212    21.038
     1.230     1.243    -1.283    2.1643    26.447    21.228
     1.320     1.334    -1.294    2.1849    26.731    21.459
     1.410     1.425    -1.294    2.2040    26.987    21.666
     1.500     1.516    -1.305    2.2157    27.154    21.802
     1.600     1.617    -1.305    2.2216    27.233    21.866
     1.690     1.708    -1.316    2.2275    27.322    21.938
     1.790     1.809    -1.316    2.2319    27.381    21.986
     1.890     1.910    -1.316    2.2363    27.440    22.034
     1.990     2.011    -1.326    2.2392    27.488    22.073
     2.090     2.112    -1.316    2.2422    27.519    22.098
     2.200     2.223    -1.305    2.2451    27.547    22.121
     2.300     2.324    -1.305    2.2466    27.568    22.137
     2.410     2.435    -1.305    2.2466    27.567    22.137
     2.510     2.536    -1.316    2.2481    27.598    22.162
     2.620     2.647    -1.316    2.2495    27.616    22.177
     2.730     2.758    -1.326    2.2481    27.607    22.169
     2.830     2.860    -1.326    2.2481    27.607    22.169
     2.940     2.971    -1.326    2.2495    27.626    22.184
