Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 14 June 2017
                                                                      
SIZRS 2017 Mission 1 (AXCTD drop 2)                    USCG C-130 1709
                      Arctic Ocean = Beaufort Sea                     
72 deg 59.0 min North _ 149 deg 54.2 min West      2017-06-15/0303 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15126165                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -0.995    2.1264    25.693    20.616
     0.730     0.738    -1.006    2.1264    25.702    20.624
     0.750     0.758    -1.028    2.1249    25.701    20.623
     0.780     0.788    -1.049    2.1337    25.836    20.732
     0.820     0.828    -1.060    2.1411    25.943    20.819
     0.880     0.889    -1.082    2.1499    26.079    20.929
     0.940     0.950    -1.092    2.1647    26.284    21.095
     1.000     1.010    -1.103    2.1809    26.508    21.277
     1.080     1.091    -1.114    2.2045    26.832    21.539
     1.150     1.162    -1.103    2.2178    26.999    21.674
     1.230     1.243    -1.092    2.2355    27.225    21.857
     1.320     1.334    -1.092    2.2532    27.460    22.048
     1.410     1.425    -1.082    2.2664    27.627    22.183
     1.500     1.516    -1.092    2.2738    27.735    22.270
     1.600     1.617    -1.082    2.2782    27.784    22.310
     1.690     1.708    -1.092    2.2856    27.893    22.398
     1.790     1.809    -1.092    2.2886    27.933    22.430
     1.890     1.910    -1.082    2.2915    27.962    22.454
     1.990     2.011    -1.092    2.2945    28.011    22.494
     2.090     2.112    -1.114    2.2945    28.032    22.511
     2.200     2.223    -1.125    2.2959    28.061    22.534
     2.300     2.324    -1.135    2.2989    28.110    22.575
     2.410     2.435    -1.146    2.2989    28.120    22.583
     2.510     2.536    -1.146    2.2989    28.120    22.583
     2.620     2.647    -1.157    2.2989    28.131    22.591
     2.730     2.758    -1.168    2.2974    28.121    22.584
     2.830     2.859    -1.179    2.2989    28.151    22.608
     2.940     2.971    -1.179    2.3004    28.171    22.625
