Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  24 July 2014
                                                                      
SIZRS 2014 Mission 2 (AXCTD drop 9)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
73 deg 59.3 min North _ 139 deg 57.0 min West      2014-07-24/1920 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13072496                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -1.163    2.1863    26.634    21.379
     0.730     0.738    -1.163    2.1863    26.634    21.379
     0.750     0.758    -1.174    2.1878    26.663    21.403
     0.780     0.788    -1.174    2.1893    26.683    21.419
     0.820     0.828    -1.185    2.1908    26.713    21.444
     0.880     0.889    -1.185    2.1983    26.813    21.525
     0.940     0.950    -1.185    2.2073    26.933    21.622
     1.000     1.010    -1.185    2.2148    27.033    21.703
     1.080     1.091    -1.185    2.2208    27.113    21.768
     1.150     1.162    -1.185    2.2268    27.193    21.832
     1.230     1.243    -1.195    2.2298    27.242    21.872
     1.320     1.334    -1.195    2.2328    27.282    21.905
     1.410     1.425    -1.195    2.2343    27.302    21.921
     1.500     1.516    -1.195    2.2358    27.322    21.937
     1.600     1.617    -1.195    2.2373    27.342    21.953
     1.690     1.708    -1.195    2.2373    27.342    21.953
     1.790     1.809    -1.195    2.2388    27.362    21.969
     1.890     1.910    -1.195    2.2403    27.382    21.986
     1.990     2.011    -1.206    2.2403    27.392    21.994
     2.090     2.112    -1.195    2.2403    27.382    21.986
     2.200     2.223    -1.206    2.2403    27.392    21.994
     2.300     2.324    -1.206    2.2403    27.392    21.994
     2.410     2.435    -1.206    2.2403    27.392    21.994
     2.510     2.536    -1.206    2.2403    27.392    21.994
     2.620     2.647    -1.206    2.2418    27.412    22.010
     2.730     2.758    -1.206    2.2418    27.412    22.010
     2.830     2.860    -1.206    2.2418    27.412    22.010
     2.940     2.971    -1.206    2.2418    27.412    22.010
