Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  24 July 2014
                                                                      
SIZRS 2014 Mission 2 (AXCTD drop 7)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
72 deg 03.5 min North _ 141 deg 28.1 min West      2014-07-24/1821 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13072471                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     1.647    2.2098    24.588    19.657
     0.730     0.737     1.616    2.2157    24.684    19.735
     0.750     0.758     1.595    2.2232    24.792    19.822
     0.780     0.788     1.554    2.2292    24.898    19.909
     0.820     0.828     1.523    2.2336    24.976    19.973
     0.880     0.889     1.502    2.2396    25.066    20.046
     0.940     0.950     1.492    2.2411    25.093    20.067
     1.000     1.010     1.461    2.2441    25.154    20.118
     1.080     1.091     1.430    2.2471    25.216    20.169
     1.150     1.162     1.399    2.2471    25.241    20.190
     1.230     1.243     1.348    2.2456    25.264    20.210
     1.320     1.334     1.327    2.2516    25.354    20.284
     1.410     1.425     1.306    2.2545    25.407    20.327
     1.500     1.515     1.285    2.2560    25.443    20.357
     1.600     1.616     1.265    2.2575    25.478    20.385
     1.690     1.707     1.234    2.2575    25.503    20.407
     1.790     1.808     1.192    2.2605    25.574    20.466
     1.890     1.909     1.140    2.2635    25.654    20.532
     1.990     2.011     1.109    2.2635    25.680    20.554
     2.090     2.112     1.078    2.2650    25.724    20.590
     2.200     2.223     1.068    2.2665    25.751    20.612
     2.300     2.324     1.057    2.2680    25.778    20.635
     2.410     2.435     1.016    2.2680    25.812    20.664
     2.510     2.536     0.974    2.2680    25.847    20.693
     2.620     2.647     0.933    2.2665    25.862    20.707
     2.730     2.758     0.922    2.2665    25.871    20.715
     2.830     2.859     0.880    2.2665    25.906    20.744
     2.940     2.970     0.807    2.2650    25.949    20.781
     3.050     3.082     0.745    2.2635    25.982    20.810
