Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  23 July 2014
                                                                      
SIZRS 2014 Mission 2 (AXCTD drop 2)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
71 deg 51.3 min North _ 150 deg 01.3 min West      2014-07-23/1823 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13072480                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     1.021    2.1639    24.516    19.623
     0.730     0.737     1.021    2.1639    24.516    19.623
     0.750     0.758     0.917    2.1654    24.617    19.708
     0.780     0.788     0.719    2.1609    24.718    19.796
     0.820     0.828     0.290    2.1415    24.819    19.889
     0.880     0.889    -0.143    2.1206    24.905    19.967
     0.940     0.950    -0.461    2.1251    25.225    20.231
     1.000     1.010    -0.674    2.1341    25.521    20.473
     1.080     1.091    -0.824    2.1565    25.942    20.816
     1.150     1.162    -0.920    2.1654    26.143    20.979
     1.230     1.243    -0.974    2.1729    26.289    21.098
     1.320     1.334    -1.017    2.1803    26.424    21.208
     1.410     1.425    -1.039    2.1863    26.523    21.288
     1.500     1.515    -1.060    2.1908    26.601    21.352
     1.600     1.616    -1.082    2.1953    26.681    21.416
     1.690     1.707    -1.082    2.1998    26.740    21.465
     1.790     1.808    -1.082    2.2027    26.779    21.496
     1.890     1.909    -1.082    2.2072    26.839    21.544
     1.990     2.010    -1.082    2.2087    26.859    21.560
     2.090     2.112    -1.082    2.2102    26.878    21.576
     2.200     2.223    -1.082    2.2117    26.898    21.592
     2.300     2.324    -1.082    2.2117    26.898    21.592
     2.410     2.435    -1.082    2.2132    26.918    21.609
     2.510     2.536    -1.103    2.2132    26.937    21.624
     2.620     2.647    -1.114    2.2132    26.947    21.632
     2.730     2.758    -1.125    2.2132    26.957    21.640
     2.830     2.859    -1.135    2.2132    26.966    21.648
     2.940     2.970    -1.146    2.2132    26.975    21.656
