Seasonal Ice Zone Reconnaissance Survey (SIZRS)                      
Office of Naval Research (ONR) Grant N00014-12-1-0236                
US National Oceanic and Atmospheric Administration Flight 31 May 2018
                                                                     
SIZRS 2018 Mission 1 (AXCTD drop 4)             NOAA Twin Otter N56RF
                     Arctic Ocean = Beaufort Sea                     
73 deg 05.8 min North _ 150 deg 02.3 min West     2018-06-01/0121 UTC
                                                                     
  Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
            ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15126160                 
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727    -1.461    2.2356    27.565    22.136
     0.730     0.738    -1.472    2.2385    27.614    22.176
     0.750     0.758    -1.472    2.2400    27.634    22.193
     0.780     0.788    -1.472    2.2400    27.634    22.193
     0.820     0.828    -1.472    2.2444    27.694    22.241
     0.880     0.889    -1.472    2.2459    27.714    22.257
     0.940     0.950    -1.472    2.2532    27.812    22.337
     1.000     1.010    -1.472    2.2576    27.872    22.385
     1.080     1.091    -1.483    2.2635    27.962    22.458
     1.150     1.162    -1.483    2.2679    28.021    22.507
     1.230     1.243    -1.483    2.2738    28.101    22.571
     1.320     1.334    -1.483    2.2782    28.160    22.619
     1.410     1.425    -1.483    2.2811    28.199    22.651
     1.500     1.516    -1.483    2.2841    28.240    22.684
     1.600     1.617    -1.483    2.2855    28.259    22.699
     1.690     1.708    -1.483    2.2885    28.299    22.732
     1.790     1.809    -1.483    2.2899    28.318    22.748
     1.890     1.910    -1.483    2.2914    28.339    22.764
     1.990     2.011    -1.483    2.2914    28.338    22.764
     2.090     2.112    -1.483    2.2929    28.359    22.780
     2.200     2.223    -1.483    2.2944    28.379    22.797
     2.300     2.324    -1.483    2.2944    28.379    22.797
     2.410     2.435    -1.483    2.2944    28.379    22.797
     2.510     2.536    -1.483    2.2958    28.398    22.812
     2.620     2.647    -1.483    2.2958    28.398    22.812
     2.730     2.758    -1.483    2.2973    28.418    22.829
     2.830     2.859    -1.483    2.2973    28.418    22.828
     2.940     2.971    -1.483    2.2973    28.418    22.828
