Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight  17 November 2014
                                                                      
SIZRS 2014 Mission 4 (AXCTD drop 1)                    USCG C-130 1790
                      Arctic Ocean = Beaufort Sea                     
75 deg 59.3 min North _ 149 deg 16.6 min West      2014-06-17/1419 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 13072473                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.728    -1.426    2.2074    27.153    21.802
     0.730     0.738    -1.426    2.2104    27.193    21.835
     0.750     0.758    -1.426    2.2134    27.233    21.867
     0.780     0.788    -1.426    2.2149    27.254    21.884
     0.820     0.829    -1.426    2.2164    27.274    21.900
     0.880     0.889    -1.426    2.2179    27.294    21.916
     0.940     0.950    -1.426    2.2179    27.294    21.916
     1.000     1.010    -1.426    2.2194    27.314    21.933
     1.080     1.091    -1.426    2.2209    27.334    21.949
     1.150     1.162    -1.426    2.2209    27.334    21.949
     1.230     1.243    -1.426    2.2209    27.334    21.949
     1.320     1.334    -1.426    2.2209    27.334    21.949
     1.410     1.425    -1.426    2.2209    27.334    21.949
     1.500     1.516    -1.426    2.2209    27.334    21.949
     1.600     1.617    -1.426    2.2209    27.334    21.949
     1.690     1.708    -1.426    2.2224    27.354    21.965
     1.790     1.809    -1.426    2.2209    27.334    21.949
     1.890     1.910    -1.426    2.2224    27.354    21.965
     1.990     2.011    -1.426    2.2224    27.354    21.965
     2.090     2.112    -1.426    2.2224    27.354    21.965
     2.200     2.223    -1.426    2.2224    27.354    21.965
     2.300     2.324    -1.415    2.2224    27.344    21.957
     2.410     2.435    -1.426    2.2224    27.354    21.965
     2.510     2.536    -1.426    2.2224    27.354    21.965
     2.620     2.648    -1.426    2.2224    27.354    21.965
     2.730     2.759    -1.426    2.2238    27.372    21.980
     2.830     2.860    -1.426    2.2224    27.353    21.965
     2.940     2.971    -1.426    2.2238    27.372    21.980
