Seasonal Ice Zone Reconnaissance Survey (SIZRS)                       
Office of Naval Research (ONR) Grant N00014-12-1-0236                 
United States Coast Guard Arctic Domain Awareness Flight 20 October 2017
                                                                      
SIZRS 2017 Mission 5 (AXCTD drop 4)                    USCG C-130 1709
                      Arctic Ocean = Beaufort Sea                     
71 deg 25.0 min North _ 150 deg 00.1 min West      2017-10-21/0208 UTC
                                                                      
   Airborne Expendable Conductivity-Temperature-Depth (AXCTD) Probe   
             ( http://www.tsk-jp.com/tska/pdf/AXCTD.pdf )             
                 T.S.K. AXCTD serial number 15031664                  
                                                            
     Depth     Pres      Temp      Cond    Salinity   Sigma 
      (m)     (dbar)    (degC)     (S/m)     (psu)    -theta
#
     0.720     0.727     0.176    2.2823    26.708    21.413
     0.730     0.737     0.165    2.2823    26.717    21.421
     0.750     0.758     0.134    2.2838    26.764    21.459
     0.780     0.788     0.134    2.2838    26.764    21.459
     0.820     0.828     0.134    2.2884    26.823    21.506
     0.880     0.889     0.134    2.2992    26.961    21.618
     0.940     0.950     0.134    2.3084    27.079    21.713
     1.000     1.010     0.134    2.3176    27.198    21.808
     1.080     1.091     0.134    2.3268    27.316    21.903
     1.150     1.162     0.134    2.3360    27.434    21.999
     1.230     1.243     0.134    2.3422    27.514    22.063
     1.320     1.334     0.144    2.3483    27.583    22.119
     1.410     1.424     0.134    2.3529    27.651    22.174
     1.500     1.515     0.144    2.3545    27.663    22.183
     1.600     1.616     0.134    2.3560    27.691    22.206
     1.690     1.707     0.144    2.3575    27.701    22.214
     1.790     1.808     0.144    2.3591    27.722    22.230
     1.890     1.909     0.144    2.3606    27.741    22.246
     1.990     2.010     0.144    2.3621    27.760    22.261
     2.090     2.111     0.144    2.3621    27.760    22.261
     2.200     2.223     0.155    2.3637    27.771    22.269
     2.300     2.324     0.155    2.3637    27.771    22.269
     2.410     2.435     0.155    2.3637    27.771    22.269
     2.510     2.536     0.155    2.3637    27.771    22.269
     2.620     2.647     0.155    2.3637    27.771    22.269
     2.730     2.758     0.155    2.3637    27.771    22.269
     2.830     2.859     0.155    2.3637    27.771    22.269
     2.940     2.970     0.155    2.3652    27.790    22.285
     3.050     3.081     0.155    2.3652    27.790    22.285
